SAPCE3 Personal consumption expenditures (PCE) by state by type of product 1/,,,,,,,,
SAPCE3 Personal consumption expenditures (PCE) by state by type of product 1/,,,,,,,,
State or DC,,,,,,,,
GeoFips,GeoName,LineCode,Description,2018,2019,2020,2021,Description
0,United States,20,        Jewelry and watches,74653.4,74655,72703.8,106014.1,00000000Jewelry0and0watches
0,United States,21,        Therapeutic appliances and equipment,68731.9,71944.3,70745.5,86155.7,00000000Therapeutic0appliances0and0equipment
0,United States,22,        Educational books,10118.8,10008.3,10093.5,12484.2,00000000Educational0books
0,United States,23,        Luggage and similar personal items,30393.3,31529.7,28616.4,38554.8,00000000Luggage0and0similar0personal0items
0,United States,24,        Telephone and related communication equipment,30050.4,29201.5,24264.6,29425.5,00000000Telephone0and0related0communication0equipment
0,United States,25,    Nondurable goods,2884490.5,2962967,3023342,3436269.7,0000Nondurable0goods
0,United States,26,      Food and beverages purchased for off-premises consumption,999717.3,1030816.8,1126148.9,1205033.4,000000Food0and0beverages0purchased0for0off-premises0consumption
0,United States,27,        Food and nonalcoholic beverages purchased for off-premises consumption,858543.8,884189.5,960683.7,1028209.9,00000000Food0and0nonalcoholic0beverages0purchased0for0off-premises0consumption
0,United States,28,        Alcoholic beverages purchased for off-premises consumption,140737.1,146140,164894.6,176204.9,00000000Alcoholic0beverages0purchased0for0off-premises0consumption
0,United States,29,        Food produced and consumed on farms,436.5,487.2,570.6,618.6,00000000Food0produced0and0consumed0on0farms
0,United States,30,      Clothing and footwear,391313.3,397816.5,358363.1,461299.5,000000Clothing0and0footwear
0,United States,31,        Garments,304436.5,309008.6,276196.5,355626.8,00000000Garments
0,United States,32,          Women's and girls' clothing,182503.5,184605.6,163510.7,211543.1,0000000000Women's0and0girls'0clothing
0,United States,33,          Men's and boys' clothing,103443.3,105727.1,95230.6,122782.5,0000000000Men's0and0boys'0clothing
0,United States,34,          Children's and infants' clothing,18489.7,18675.9,17455.1,21301.3,0000000000Children's0and0infants'0clothing
0,United States,35,        Other clothing materials and footwear,86876.8,88807.9,82166.6,105672.7,00000000Other0clothing0materials0and0footwear
0,United States,36,      Gasoline and other energy goods,350360.8,337095.3,247764.6,369437.9,000000Gasoline0and0other0energy0goods
0,United States,37,"        Motor vehicle fuels, lubricants, and fluids",328429.9,316225.4,230307.1,347629.6,"00000000Motor0vehicle0fuels,0lubricants,0and0fluids"
0,United States,38,        Fuel oil and other fuels,21930.9,20869.9,17457.5,21808.3,00000000Fuel0oil0and0other0fuels
0,United States,39,      Other nondurable goods,1143099.1,1197238.4,1291065.3,1400499,000000Other0nondurable0goods
0,United States,40,        Pharmaceutical and other medical products,511431.7,544160.3,576364.1,585090.4,00000000Pharmaceutical0and0other0medical0products
0,United States,41,        Recreational items,172181.4,176926.7,196586.2,236000.5,00000000Recreational0items
0,United States,42,        Household supplies,140340.3,145506.3,162453.2,181321.6,00000000Household0supplies
0,United States,43,        Personal care products,136709.9,140359.9,145507.5,167070.4,00000000Personal0care0products
0,United States,44,        Tobacco,98953.4,99771.8,103506.4,107116.7,00000000Tobacco
0,United States,45,"        Magazines, newspapers, and stationery",73021.6,79062,95515.8,112799.9,"00000000Magazines,0newspapers,0and0stationery"
0,United States,46,        Net expenditures abroad by U.S. residents,10460.8,11451.3,11132.1,11099.5,00000000Net0expenditures0abroad0by0U.S.0residents
0,United States,47,  Services,9549802.2,9919211.1,9446030.7,10406059.4,00Services
0,United States,48,    Household consumption expenditures (for services),9108335.7,9480273.2,8942863.9,9940528.2,0000Household0consumption0expenditures0(for0services)
0,United States,49,      Housing and utilities,2473246.8,2572744.7,2666628.8,2775433.5,000000Housing0and0utilities
0,United States,50,        Housing,2123039.9,2222515.5,2315651.1,2400811,00000000Housing
0,United States,51,          Rental of tenant-occupied nonfarm housing,512659.2,537376.8,559007.3,576289.2,0000000000Rental0of0tenant-occupied0nonfarm0housing
0,United States,52,          Imputed rental of owner-occupied nonfarm housing,1586529.7,1660942.2,1731744.1,1798917.8,0000000000Imputed0rental0of0owner-occupied0nonfarm0housing
0,United States,53,          Rental value of farm dwellings,21862.2,22138.4,23005,23612.7,0000000000Rental0value0of0farm0dwellings
0,United States,54,          Group housing,1988.8,2058.1,1894.6,1991.3,0000000000Group0housing
0,United States,55,        Household utilities,350206.9,350229.2,350977.7,374622.5,00000000Household0utilities
0,United States,56,          Water supply and sanitation,106134.6,110103.6,110232.8,115825.7,0000000000Water0supply0and0sanitation
0,United States,57,          Electricity and gas,244072.3,240125.6,240745,258796.8,0000000000Electricity0and0gas
0,United States,58,            Electricity,189136.1,185787.4,190029,199840.8,000000000000Electricity
0,United States,59,            Natural gas,54936.2,54338.2,50716,58956,000000000000Natural0gas
0,United States,60,      Health care,2338096,2462786.3,2339207.8,2583455.1,000000Health0care
0,United States,61,        Outpatient services,1073882.8,1130196,1073990.9,1181423.9,00000000Outpatient0services
0,United States,62,          Physician services,562166,588132.2,559772.6,610991.1,0000000000Physician0services
0,United States,63,          Dental services,133936.6,140284,117144.6,134022.3,0000000000Dental0services
0,United States,64,          Paramedical services,377780.2,401779.8,397073.7,436410.5,0000000000Paramedical0services
0,United States,65,        Hospital and nursing home services,1264213.2,1332590.3,1265217,1402031.2,00000000Hospital0and0nursing0home0services
0,United States,66,          Hospitals,1077362.7,1138958.1,1079503.5,1217086.4,0000000000Hospitals
0,United States,67,          Nursing homes,186850.5,193632.2,185713.5,184944.8,0000000000Nursing0homes
0,United States,68,      Transportation services,469763.1,494950.6,367744.7,444050.6,000000Transportation0services
0,United States,69,        Motor vehicle services,298548.1,310646.8,285020.3,305531.2,00000000Motor0vehicle0services
0,United States,70,          Motor vehicle maintenance and repair,187579.8,196315.9,183380.4,195058.3,0000000000Motor0vehicle0maintenance0and0repair
0,United States,71,          Other motor vehicle services,110968.3,114330.9,101639.9,110472.9,0000000000Other0motor0vehicle0services
0,United States,72,        Public transportation,171215,184303.8,82724.4,138519.4,00000000Public0transportation
0,United States,73,          Ground transportation,59629.3,59741.7,31268.6,40150.1,0000000000Ground0transportation
0,United States,74,          Air transportation,107668.4,120352.5,48901.8,95322.4,0000000000Air0transportation
0,United States,75,          Water transportation,3917.3,4209.6,2554,3046.9,0000000000Water0transportation
0,United States,76,      Recreation services,562900.3,582360,439568.7,528484.5,000000Recreation0services
0,United States,77,"        Membership clubs, sports centers, parks, theaters, and museums",209364.8,218582.6,115167.5,142663.8,"00000000Membership0clubs,0sports0centers,0parks,0theaters,0and0museums"
0,United States,78,"        Audio-video, photographic, and information processing equipment services",145117.8,149491.7,148886.6,161265,"00000000Audio-video,0photographic,0and0information0processing0equipment0services"
0,United States,79,        Gambling,140075.3,140923.3,111083.1,152552.6,00000000Gambling
0,United States,80,        Other recreational services,68342.5,73362.4,64431.4,72003.1,00000000Other0recreational0services
0,United States,81,      Food services and accommodations,963974.6,1009626.3,813525.2,1060907.2,000000Food0services0and0accommodations
0,United States,82,        Food services,808401,848799.4,731564.1,929347.7,00000000Food0services
0,United States,83,          Purchased meals and beverages,786394.1,826138.7,711234.1,907489.2,0000000000Purchased0meals0and0beverages
0,United States,84,          Food furnished to employees (including military),22007,22660.7,20330,21858.4,0000000000Food0furnished0to0employees0(including0military)
0,United States,85,        Accommodations,155573.6,160826.9,81961.2,131559.6,00000000Accommodations
0,United States,86,      Financial services and insurance,1145477.2,1142302.3,1170575.8,1274985.6,000000Financial0services0and0insurance
0,United States,87,        Financial services,715164.6,725651.8,750285.3,837245.1,00000000Financial0services
0,United States,88,          Financial services furnished without payment,359638.5,358580.8,368767.7,401388.4,0000000000Financial0services0furnished0without0payment
0,United States,89,"          Financial service charges, fees, and commissions",355526.2,367071.1,381517.6,435856.7,"0000000000Financial0service0charges,0fees,0and0commissions"
0,United States,90,        Insurance,430312.6,416650.4,420290.5,437740.5,00000000Insurance
0,United States,91,          Life insurance,94909.8,92216.5,90694.5,92726.9,0000000000Life0insurance
0,United States,92,          Net household insurance,10445.8,11017.7,11414.3,11825.2,0000000000Net0household0insurance
0,United States,93,          Net health insurance,247630.1,230716.7,237501.6,250948.5,0000000000Net0health0insurance
0,United States,94,          Net motor vehicle and other transportation insurance,77326.9,82699.5,80680.1,82239.9,0000000000Net0motor0vehicle0and0other0transportation0insurance
0,United States,95,      Other services,1154877.6,1215502.9,1145612.8,1273211.6,000000Other0services
0,United States,96,        Communication,243284.8,247004.9,249236.8,266328,00000000Communication
0,United States,97,          Telecommunication services,158097.3,159748.3,158843.5,169327.6,0000000000Telecommunication0services
0,United States,98,          Postal and delivery services,13144.5,13272.4,14033,15501.1,0000000000Postal0and0delivery0services
0,United States,99,          Internet access,72042.9,73984.2,76360.3,81499.3,0000000000Internet0access
0,United States,100,        Education services,287863.3,295638.6,285750.7,293390.3,00000000Education0services
0,United States,101,          Higher education,184891.2,188540.9,184654.5,185187.7,0000000000Higher0education
0,United States,102,"          Nursery, elementary, and secondary schools",48586.6,50876.5,48939.2,52027.4,"0000000000Nursery,0elementary,0and0secondary0schools"
0,United States,103,          Commercial and vocational schools,54385.6,56221.2,52157,56175.2,0000000000Commercial0and0vocational0schools
0,United States,104,        Professional and other services,197080.2,205003.1,208574.9,226439.4,00000000Professional0and0other0services
0,United States,105,        Personal care and clothing services,167317.7,175898.6,117079.9,140389.8,00000000Personal0care0and0clothing0services
0,United States,106,        Social services and religious activities,202273.7,214030.3,213044.1,232136.3,00000000Social0services0and0religious0activities
0,United States,107,        Household maintenance,89638,94584.3,94064.1,98549.2,00000000Household0maintenance
0,United States,108,        Net foreign travel,32580,16656.9,22137.6,15978.6,00000000Net0foreign0travel
0,United States,109,          Foreign travel by U.S. residents,170667.2,184839.5,52135.9,88147.7,0000000000Foreign0travel0by0U.S.0residents
0,United States,110,          Less: Expenditures in the United States by nonresidents,203247.2,201496.4,74273.5,72169.1,0000000000Less:0Expenditures0in0the0United0States0by0nonresidents
0,United States,111,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),441466.4,438937.9,503166.8,465531.2,0000Final0consumption0expenditures0of0nonprofit0institutions0serving0households0(NPISHs)
0,United States,112,      Gross output of nonprofit institutions,1584695.1,1646239.1,1660549.9,1748820.3,000000Gross0output0of0nonprofit0institutions
0,United States,113,      Less: Receipts from sales of goods and services by nonprofit institutions,1143228.6,1207301.2,1157383.2,1283289.1,000000Less:0Receipts0from0sales0of0goods0and0services0by0nonprofit0institutions
1000,Alabama,1,Personal consumption expenditures,170793.3,177412.1,177093.9,199866.7,Personal0consumption0expenditures
1000,Alabama,2,  Goods,60544.3,62273.6,65796.5,77553.5,00Goods
1000,Alabama,3,    Durable goods,18745.1,19353.8,21669.1,26894.8,0000Durable0goods
1000,Alabama,4,      Motor vehicles and parts,8133.6,8116.1,8685.7,11302.7,000000Motor0vehicles0and0parts
1000,Alabama,5,        New motor vehicles,4295.3,4319.5,4596.3,5542.9,00000000New0motor0vehicles
1000,Alabama,6,        Net purchases of used motor vehicles,2691.6,2612,2845,4296.3,00000000Net0purchases0of0used0motor0vehicles
1000,Alabama,7,        Motor vehicle parts and accessories,1146.6,1184.6,1244.4,1463.6,00000000Motor0vehicle0parts0and0accessories
1000,Alabama,8,      Furnishings and durable household equipment,4229,4489.2,5425.1,6306,000000Furnishings0and0durable0household0equipment
1000,Alabama,9,        Furniture and furnishings,2619.3,2808.8,3493.9,4124,00000000Furniture0and0furnishings
1000,Alabama,10,        Household appliances,695.5,713.4,801.4,904.5,00000000Household0appliances
1000,Alabama,11,"        Glassware, tableware, and household utensils",408.3,438.3,493.4,574.6,"00000000Glassware,0tableware,0and0household0utensils"
1000,Alabama,12,        Tools and equipment for house and garden,505.8,528.7,636.5,702.8,00000000Tools0and0equipment0for0house0and0garden
1000,Alabama,13,      Recreational goods and vehicles,3869.7,4193.8,5124,6135.6,000000Recreational0goods0and0vehicles
1000,Alabama,14,"        Video, audio, photographic, and information processing equipment and media",1539,1677.9,1901.8,2112.2,"00000000Video,0audio,0photographic,0and0information0processing0equipment0and0media"
1000,Alabama,15,"        Sporting equipment, supplies, guns, and ammunition",964.7,1062.8,1491.4,1763.4,"00000000Sporting0equipment,0supplies,0guns,0and0ammunition"
1000,Alabama,16,        Sports and recreational vehicles,1043.2,1116.1,1392.4,1837.6,00000000Sports0and0recreational0vehicles
1000,Alabama,17,        Recreational books,271.2,283.8,284,358.8,00000000Recreational0books
1000,Alabama,18,        Musical instruments,51.7,53.2,54.4,63.5,00000000Musical0instruments
1000,Alabama,19,      Other durable goods,2512.9,2554.8,2434.2,3150.5,000000Other0durable0goods
1000,Alabama,20,        Jewelry and watches,789.2,791.1,767.3,1177.1,00000000Jewelry0and0watches
1000,Alabama,21,        Therapeutic appliances and equipment,1010,1039,1013.2,1174.6,00000000Therapeutic0appliances0and0equipment
1000,Alabama,22,        Educational books,5.8,6,6.2,7.2,00000000Educational0books
1000,Alabama,23,        Luggage and similar personal items,287.7,305.8,304.3,408.1,00000000Luggage0and0similar0personal0items
1000,Alabama,24,        Telephone and related communication equipment,420.2,412.8,343.1,383.5,00000000Telephone0and0related0communication0equipment
1000,Alabama,25,    Nondurable goods,41799.2,42919.8,44127.4,50658.7,0000Nondurable0goods
1000,Alabama,26,      Food and beverages purchased for off-premises consumption,13425.9,13851.2,15107.6,16433.8,000000Food0and0beverages0purchased0for0off-premises0consumption
1000,Alabama,27,        Food and nonalcoholic beverages purchased for off-premises consumption,11744.9,12096,13098.4,14248.3,00000000Food0and0nonalcoholic0beverages0purchased0for0off-premises0consumption
1000,Alabama,28,        Alcoholic beverages purchased for off-premises consumption,1679.6,1749,1997.6,2173.7,00000000Alcoholic0beverages0purchased0for0off-premises0consumption
1000,Alabama,29,        Food produced and consumed on farms,1.4,6.3,11.7,11.9,00000000Food0produced0and0consumed0on0farms
1000,Alabama,30,      Clothing and footwear,4969.9,5051.9,4808.7,6095.7,000000Clothing0and0footwear
1000,Alabama,31,        Garments,3845.5,3907.2,3692.4,4678.4,00000000Garments
1000,Alabama,32,          Women's and girls' clothing,2327.8,2357,2217.3,2824.9,0000000000Women's0and0girls'0clothing
1000,Alabama,33,          Men's and boys' clothing,1257.5,1285.9,1218.5,1545.8,0000000000Men's0and0boys'0clothing
1000,Alabama,34,          Children's and infants' clothing,260.2,264.3,256.6,307.7,0000000000Children's0and0infants'0clothing
1000,Alabama,35,        Other clothing materials and footwear,1124.3,1144.7,1116.4,1417.3,00000000Other0clothing0materials0and0footwear
1000,Alabama,36,      Gasoline and other energy goods,5451.8,5257.8,3896.7,6122.4,000000Gasoline0and0other0energy0goods
1000,Alabama,37,"        Motor vehicle fuels, lubricants, and fluids",5252.7,5068.9,3742.8,5930.5,"00000000Motor0vehicle0fuels,0lubricants,0and0fluids"
1000,Alabama,38,        Fuel oil and other fuels,199.1,189,154,191.9,00000000Fuel0oil0and0other0fuels
1000,Alabama,39,      Other nondurable goods,17951.7,18758.9,20314.3,22006.8,000000Other0nondurable0goods
1000,Alabama,40,        Pharmaceutical and other medical products,9091.7,9499.2,9942.5,10146.1,00000000Pharmaceutical0and0other0medical0products
1000,Alabama,41,        Recreational items,2549.1,2626.1,2990.8,3530.9,00000000Recreational0items
1000,Alabama,42,        Household supplies,2031.9,2124.1,2488.8,2748.9,00000000Household0supplies
1000,Alabama,43,        Personal care products,1341.8,1351.8,1379.7,1600.3,00000000Personal0care0products
1000,Alabama,44,        Tobacco,1501.7,1518.6,1608.3,1680.8,00000000Tobacco
1000,Alabama,45,"        Magazines, newspapers, and stationery",1435.5,1639.1,1904.3,2299.7,"00000000Magazines,0newspapers,0and0stationery"
1000,Alabama,47,  Services,110249,115138.5,111297.4,122313.2,00Services
1000,Alabama,48,    Household consumption expenditures (for services),107198.6,112277.1,107511.5,118607.7,0000Household0consumption0expenditures0(for0services)
1000,Alabama,49,      Housing and utilities,29913.6,31117.5,32144.8,33679.1,000000Housing0and0utilities
1000,Alabama,50,        Housing,23768.6,24779.6,25756.9,26780.2,00000000Housing
1000,Alabama,51,          Rental of tenant-occupied nonfarm housing,3930.8,4014.6,4114.9,4159.3,0000000000Rental0of0tenant-occupied0nonfarm0housing
1000,Alabama,52,          Imputed rental of owner-occupied nonfarm housing,19569.6,20479.7,21337.8,22331.1,0000000000Imputed0rental0of0owner-occupied0nonfarm0housing
1000,Alabama,53,          Rental value of farm dwellings,242.9,261.4,285,274.4,0000000000Rental0value0of0farm0dwellings
1000,Alabama,54,          Group housing,25.4,23.9,19.2,15.4,0000000000Group0housing
1000,Alabama,55,        Household utilities,6145,6337.9,6388,6898.9,00000000Household0utilities
1000,Alabama,56,          Water supply and sanitation,1604.4,1729.4,1712.6,1801.8,0000000000Water0supply0and0sanitation
1000,Alabama,57,          Electricity and gas,4540.6,4608.6,4675.3,5097.1,0000000000Electricity0and0gas
1000,Alabama,58,            Electricity,3838,3947.7,4068,4373.8,000000000000Electricity
1000,Alabama,59,            Natural gas,702.6,660.9,607.3,723.3,000000000000Natural0gas
1000,Alabama,60,      Health care,29283,30997.5,29454.8,32986.9,000000Health0care
1000,Alabama,61,        Outpatient services,13549.5,14253.1,13613.5,15062.1,00000000Outpatient0services
1000,Alabama,62,          Physician services,7712.4,8073.4,7690.9,8465.9,0000000000Physician0services
1000,Alabama,63,          Dental services,1502.2,1588.9,1407.9,1554.5,0000000000Dental0services
1000,Alabama,64,          Paramedical services,4334.8,4590.8,4514.7,5041.7,0000000000Paramedical0services
1000,Alabama,65,        Hospital and nursing home services,15733.5,16744.4,15841.3,17924.8,00000000Hospital0and0nursing0home0services
1000,Alabama,66,          Hospitals,13455,14420.7,13621.5,15704.6,0000000000Hospitals
1000,Alabama,67,          Nursing homes,2278.5,2323.7,2219.8,2220.2,0000000000Nursing0homes
1000,Alabama,68,      Transportation services,3871.7,4137.6,3558.3,4253.4,000000Transportation0services
1000,Alabama,69,        Motor vehicle services,2908.5,3040.8,2922.6,3267.2,00000000Motor0vehicle0services
1000,Alabama,70,          Motor vehicle maintenance and repair,2075.4,2156.9,2104.1,2325.8,0000000000Motor0vehicle0maintenance0and0repair
1000,Alabama,71,          Other motor vehicle services,833.1,883.9,818.5,941.4,0000000000Other0motor0vehicle0services
1000,Alabama,72,        Public transportation,963.1,1096.8,635.7,986.3,00000000Public0transportation
1000,Alabama,73,          Ground transportation,362.7,366.5,205.7,253.5,0000000000Ground0transportation
1000,Alabama,74,          Air transportation,544.6,670.3,389.3,686.2,0000000000Air0transportation
1000,Alabama,75,          Water transportation,55.7,60,40.6,46.5,0000000000Water0transportation
1000,Alabama,76,      Recreation services,4894.9,5053.3,4076.6,4787.3,000000Recreation0services
1000,Alabama,77,"        Membership clubs, sports centers, parks, theaters, and museums",1462.5,1527.8,838,1068.1,"00000000Membership0clubs,0sports0centers,0parks,0theaters,0and0museums"
1000,Alabama,78,"        Audio-video, photographic, and information processing equipment services",1567.4,1613.9,1592.6,1659.8,"00000000Audio-video,0photographic,0and0information0processing0equipment0services"
1000,Alabama,79,        Gambling,1264.4,1253.5,1004.7,1389.6,00000000Gambling
1000,Alabama,80,        Other recreational services,600.6,658.2,641.3,669.8,00000000Other0recreational0services
1000,Alabama,81,      Food services and accommodations,11551.3,12058.6,10665.5,13291.2,000000Food0services0and0accommodations
1000,Alabama,82,        Food services,9612.6,10069.3,9615.3,11665.9,00000000Food0services
1000,Alabama,83,          Purchased meals and beverages,9303.5,9751.4,9314.5,11349.4,0000000000Purchased0meals0and0beverages
1000,Alabama,84,          Food furnished to employees (including military),309.1,318,300.8,316.5,0000000000Food0furnished0to0employees0(including0military)
1000,Alabama,85,        Accommodations,1938.8,1989.3,1050.2,1625.3,00000000Accommodations
1000,Alabama,86,      Financial services and insurance,12463.3,12805.6,13161.7,13873.4,000000Financial0services0and0insurance
1000,Alabama,87,        Financial services,8101.5,8384.2,8567.2,9084.9,00000000Financial0services
1000,Alabama,88,          Financial services furnished without payment,4563.5,4676.7,4745.2,4884.5,0000000000Financial0services0furnished0without0payment
1000,Alabama,89,"          Financial service charges, fees, and commissions",3538,3707.6,3822,4200.3,"0000000000Financial0service0charges,0fees,0and0commissions"
1000,Alabama,90,        Insurance,4361.7,4421.3,4594.6,4788.5,00000000Insurance
1000,Alabama,91,          Life insurance,1109.1,1054,1034.9,1058.1,0000000000Life0insurance
1000,Alabama,92,          Net household insurance,145.9,159.2,169.3,176.8,0000000000Net0household0insurance
1000,Alabama,93,          Net health insurance,2054.1,2010.1,2176.7,2290.1,0000000000Net0health0insurance
1000,Alabama,94,          Net motor vehicle and other transportation insurance,1052.7,1198,1213.7,1263.5,0000000000Net0motor0vehicle0and0other0transportation0insurance
1000,Alabama,95,      Other services,15220.9,16107,14449.7,15736.3,000000Other0services
1000,Alabama,96,        Communication,2328,2291,2300.5,2414.2,00000000Communication
1000,Alabama,97,          Telecommunication services,1507.9,1477.9,1476.1,1547.8,0000000000Telecommunication0services
1000,Alabama,98,          Postal and delivery services,156.1,152.7,153.6,161.5,0000000000Postal0and0delivery0services
1000,Alabama,99,          Internet access,664,660.3,670.7,704.9,0000000000Internet0access
1000,Alabama,100,        Education services,3484.7,3605.4,3504.7,3575.4,00000000Education0services
1000,Alabama,101,          Higher education,2500.5,2549.9,2497.3,2506.4,0000000000Higher0education
1000,Alabama,102,"          Nursery, elementary, and secondary schools",519.9,543.9,531.3,567.6,"0000000000Nursery,0elementary,0and0secondary0schools"
1000,Alabama,103,          Commercial and vocational schools,464.2,511.6,476.1,501.4,0000000000Commercial0and0vocational0schools
1000,Alabama,104,        Professional and other services,2216.7,2257.5,2319.3,2544.6,00000000Professional0and0other0services
1000,Alabama,105,        Personal care and clothing services,3580,4004.6,3113.3,3615.5,00000000Personal0care0and0clothing0services
1000,Alabama,106,        Social services and religious activities,1672,1740.4,1753.9,1942.5,00000000Social0services0and0religious0activities
1000,Alabama,107,        Household maintenance,1176.1,1250.6,1267.7,1297.2,00000000Household0maintenance
1000,Alabama,108,        Net foreign travel,763.4,957.7,190.3,347,00000000Net0foreign0travel
1000,Alabama,109,          Foreign travel by U.S. residents,1688.6,1874.4,541,622.3,0000000000Foreign0travel0by0U.S.0residents
1000,Alabama,110,          Less: Expenditures in the United States by nonresidents,925.2,916.8,350.7,275.3,0000000000Less:0Expenditures0in0the0United0States0by0nonresidents
1000,Alabama,111,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3050.5,2861.3,3785.9,3705.5,0000Final0consumption0expenditures0of0nonprofit0institutions0serving0households0(NPISHs)
1000,Alabama,112,      Gross output of nonprofit institutions,17349.1,18114.2,18374.4,18387.3,000000Gross0output0of0nonprofit0institutions
1000,Alabama,113,      Less: Receipts from sales of goods and services by nonprofit institutions,14298.6,15252.9,14588.5,14681.9,000000Less:0Receipts0from0sales0of0goods0and0services0by0nonprofit0institutions
2000,Alaska,1,Personal consumption expenditures,36639.5,37743.5,35831.5,39807.1,Personal0consumption0expenditures
2000,Alaska,2,  Goods,10003.5,10136.8,10520.6,12154.2,00Goods
2000,Alaska,3,    Durable goods,3846.7,3940,4384.2,5398.9,0000Durable0goods
2000,Alaska,4,      Motor vehicles and parts,1260.4,1247.8,1344.1,1677.3,000000Motor0vehicles0and0parts
2000,Alaska,5,        New motor vehicles,656.1,650.7,691.3,812.1,00000000New0motor0vehicles
2000,Alaska,6,        Net purchases of used motor vehicles,350.7,336.6,370.2,539.9,00000000Net0purchases0of0used0motor0vehicles
2000,Alaska,7,        Motor vehicle parts and accessories,253.5,260.5,282.6,325.4,00000000Motor0vehicle0parts0and0accessories
2000,Alaska,8,      Furnishings and durable household equipment,846.2,885,994.5,1168.4,000000Furnishings0and0durable0household0equipment
2000,Alaska,9,        Furniture and furnishings,547.4,579.1,656.6,775.2,00000000Furniture0and0furnishings
2000,Alaska,10,        Household appliances,142.3,144.4,161.1,192,00000000Household0appliances
2000,Alaska,11,"        Glassware, tableware, and household utensils",72.6,73.6,74.7,93.3,"00000000Glassware,0tableware,0and0household0utensils"
2000,Alaska,12,        Tools and equipment for house and garden,83.9,87.9,102.1,107.9,00000000Tools0and0equipment0for0house0and0garden
2000,Alaska,13,      Recreational goods and vehicles,1294,1356.4,1637.9,2015.6,000000Recreational0goods0and0vehicles
2000,Alaska,14,"        Video, audio, photographic, and information processing equipment and media",318.8,332,356.9,550.5,"00000000Video,0audio,0photographic,0and0information0processing0equipment0and0media"
2000,Alaska,15,"        Sporting equipment, supplies, guns, and ammunition",744.1,795.1,1026.9,1175.2,"00000000Sporting0equipment,0supplies,0guns,0and0ammunition"
2000,Alaska,16,        Sports and recreational vehicles,203,202.1,228.6,254.5,00000000Sports0and0recreational0vehicles
2000,Alaska,17,        Recreational books,2.4,2,1.8,3,00000000Recreational0books
2000,Alaska,18,        Musical instruments,25.7,25.1,23.7,32.3,00000000Musical0instruments
2000,Alaska,19,      Other durable goods,446.1,450.9,407.7,537.6,000000Other0durable0goods
2000,Alaska,20,        Jewelry and watches,192.5,191.1,177.5,257.8,00000000Jewelry0and0watches
2000,Alaska,21,        Therapeutic appliances and equipment,181,189.6,172.6,200.7,00000000Therapeutic0appliances0and0equipment
2000,Alaska,22,        Educational books,4.2,3.9,3.9,5.3,00000000Educational0books
2000,Alaska,23,        Luggage and similar personal items,41.8,41.6,34.8,46.6,00000000Luggage0and0similar0personal0items
2000,Alaska,24,        Telephone and related communication equipment,26.5,24.7,18.9,27.2,00000000Telephone0and0related0communication0equipment
2000,Alaska,25,    Nondurable goods,6156.8,6196.8,6136.4,6755.3,0000Nondurable0goods
